cod_aero,aeropuerto,ciudad,pais,latitud,longitud
EDDH,Hamburg Airport,Hamburg,Alemania ,53.63040161,9.988229752
EDDI,Berlin-Tempelhof International Airport,Berlin,Alemania ,52.47299957,13.40390015
EDDK,Cologne Bonn Airport,Cologne,Alemania ,50.86589813,7.142739773
EDDL,Düsseldorf Airport,Duesseldorf,Alemania ,51.289501,6.76678
EDDM,Munich Airport,Munich,Alemania ,48.353802,11.7861
EDDN,Nuremberg Airport,Nuernberg,Alemania ,49.498699,11.078056
EDDP,Leipzig/Halle Airport,Leipzig,Alemania ,51.423889,12.236389
EDDR,Saarbrücken Airport,Saarbruecken,Alemania ,49.21459961,7.109509945
EDDS,Stuttgart Airport,Stuttgart,Alemania ,48.68989944,9.221960068
EDDT,Berlin-Tegel Airport,Berlin,Alemania ,52.5597,13.2877
EDDV,Hannover Airport,Hannover,Alemania ,52.46110153,9.685079575
EDDW,Bremen Airport,Bremen,Alemania ,53.04750061,8.786669731
EDFE,Frankfurt-Egelsbach Airport,Egelsbach,Alemania ,49.959999,8.645833
EDFH,Frankfurt-Hahn Airport,Hahn,Alemania ,49.9487,7.26389
EDFM,Mannheim-City Airport,Mannheim,Alemania ,49.473057,8.514167
EDFQ,Allendorf/Eder Airport,Allendorf,Alemania ,51.03499985,8.680832863
EDFV,Worms Airport,Worms,Alemania ,49.606945,8.368333
EDFZ,Mainz-Finthen Airport,Mainz,Alemania ,49.967499,8.147222
EDGE,Eisenach-Kindel Airport,Eisenach,Alemania ,50.991604,10.47973
EDGS,Siegerland Airport,Siegerland,Alemania ,50.70769882,8.082969666
EDHI,Hamburg-Finkenwerder Airport,Hamburg,Alemania ,53.53527832,9.83555603
EDHK,Kiel-Holtenau Airport,Kiel,Alemania ,54.37944412,10.14527798
EDHL,Lübeck Blankensee Airport,Luebeck,Alemania ,53.80540085,10.71920013
EDKV,Flugplatz Dahlemer Binz,Dahlemer Binz,Alemania ,50.40555573,6.528889179
EDKZ,Meinerzhagen Airport,Meinerzhagen,Alemania ,51.09999847,7.599999905
EDLA,Arnsberg-Menden Airport,Arnsberg,Alemania ,51.48389053,7.898333073
EDLE,Essen Mulheim Airport,Essen,Alemania ,51.40230179,6.937329769
EDLI,Bielefeld Airport,Bielefeld,Alemania ,51.964722,8.544444
EDLN,Mönchengladbach Airport,Moenchengladbach,Alemania ,51.230278,6.504444
EDLP,Paderborn Lippstadt Airport,Paderborn,Alemania ,51.61410141,8.616319656
EDLS,Stadtlohn-Vreden Airport,Stadtlohn,Alemania ,51.99583435,6.840556145
EDLW,Dortmund Airport,Dortmund,Alemania ,51.5182991,7.612239838
EDMA,Augsburg Airport,Augsburg,Alemania ,48.425278,10.931667
EDMB,Biberach a.d. Riß Airfield,Biberach,Alemania ,48.111111,9.762778
EDME,Eggenfelden Airport,Eggenfelden,Alemania ,48.39611053,12.72361088
EDMN,Mindelheim-Mattsies Airfield,Mindelheim,Alemania ,48.106945,10.525
EDMO,Oberpfaffenhofen Airport,Oberpfaffenhofen,Alemania ,48.081402,11.2831
EDMS,Straubing Airport,Straubing,Alemania ,48.90083313,12.51666737
EDMV,Vilshofen Airport,Vilshofen,Alemania ,48.63499832,13.19555569
EDNL,Leutkirch-Unterzeil Airport,Leutkirch,Alemania ,47.85889053,10.01416683
EDNY,Friedrichshafen Airport,Friedrichshafen,Alemania ,47.67129898,9.511489868
EDOP,Schwerin Parchim Airport,Parchim,Alemania ,53.426998,11.7834
EDOV,Stendal-Borstel Airport,Stendal,Alemania ,52.62888718,11.81861115
EDPA,Aalen-Heidenheim/Elchingen Airport,Aalen-heidenheim,Alemania ,48.77777863,10.26472187
EDQD,Bayreuth Airport,Bayreuth,Alemania ,49.985001,11.64
EDQE,Burg Feuerstein Airport,Burg Feuerstein,Alemania ,49.79416656,11.13361073
EDQM,Hof-Plauen Airport,Hof,Alemania ,50.28861237,11.85638905
EDQT,Haßfurt-Schweinfurt Airport,Hassfurt,Alemania ,50.01805496,10.52944374
EDRK,Koblenz-Winningen Airfield,Koblenz,Alemania ,50.325558,7.528611
EDRT,Trier-Föhren Airport,Trier,Alemania ,49.863888,6.7875
EDRY,Speyer Airfield,Speyer,Alemania ,49.304722,8.451389
EDRZ,Zweibrücken Airport,Zweibruecken,Alemania ,49.2094,7.40056
EDTD,Donaueschingen-Villingen Airport,Donaueschingen,Alemania ,47.97333145,8.522221565
EDTF,Freiburg i. Br. Airport,Freiburg,Alemania ,48.02277756,7.832499981
EDTM,Mengen-Hohentengen Airport,Mengen,Alemania ,48.05389023,9.372777939
EDTY,Adolf Würth Airport,Schwaebisch Hall,Alemania ,49.11833191,9.783888817
EDUS,Finsterwalde/Schacksdorf Airport,Soest,Alemania ,51.607498,13.743611
EDVE,Braunschweig-Wolfsburg Airport,Braunschweig,Alemania ,52.319199,10.5561
EDVK,Kassel-Calden Airport,Kassel,Alemania ,51.417273,9.384967
EDVM,Hildesheim Airport,Hildesheim,Alemania ,52.18138885,9.946389198
EDWB,Bremerhaven Airport,Bremerhaven,Alemania ,53.506943,8.572778
EDWE,Emden Airport,Emden,Alemania ,53.391109,7.2275
EDWF,Leer-Papenburg Airport,Leer,Alemania ,53.27194214,7.44166708
EDWI,Wilhelmshaven-Mariensiel Airport,Wilhelmshaven,Alemania ,53.50222015,8.052222252
EDWR,Borkum Airport,Borkum,Alemania ,53.59639,6.709167
EDWY,Norderney Airport,Norderney,Alemania ,53.70694351,7.230000019
EDXF,Flensburg-Schäferhaus Airport,Flensburg,Alemania ,54.7733345,9.378889084
EDXR,Rendsburg-Schachtholm Airport,Rendsburg,Alemania ,54.22000122,9.599444389
EDXW,Westerland Sylt Airport,Westerland,Alemania ,54.91320038,8.340470314
EEEI,Ämari Air Base,Armari Air Force Base,Estonia ,59.26029968,24.20849991
EEKA,Kärdla Airport,Kardla,Estonia ,58.99079895,22.83069992
EEKE,Kuressaare Airport,Kuressaare,Estonia ,58.22990036,22.5095005
EEPU,Pärnu Airport,Parnu,Estonia ,58.41899872,24.4727993
EETN,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia ,59.41329956,24.83279991
EETU,Tartu Airport,Tartu,Estonia ,58.30749893,26.69039917
EFET,Enontekio Airport,Enontekio,Finlandia ,68.36260223,23.42429924
EFEU,Eura Airport,Eura,Finlandia ,61.11610031,22.20140076
EFHA,Halli Airport,Halli,Finlandia ,61.856039,24.786686
EFHF,Helsinki Malmi Airport,Helsinki,Finlandia ,60.25460052,25.0428009
EFHK,Helsinki Vantaa Airport,Helsinki,Finlandia ,60.31719971,24.9633007
EFHM,Hameenkyro Airport,Hameenkyro,Finlandia ,61.68970108,23.07369995
EFHN,Hanko Airport,Hanko,Finlandia ,59.84889984,23.08359909
EFHV,Hyvinkää Airfield,Hyvinkaa,Finlandia ,60.65439987,24.8810997
EFIK,Kiikala Airport,Kikala,Finlandia ,60.46250153,23.65250015
EFIM,Immola Airport,Immola,Finlandia ,61.24919891,28.90369987
EFIT,Kitee Airport,Kitee,Finlandia ,62.1661,30.073601
EFIV,Ivalo Airport,Ivalo,Finlandia ,68.6072998,27.40530014
EFJO,Joensuu Airport,Joensuu,Finlandia ,62.66289902,29.60750008
EFJY,Jyvaskyla Airport,Jyvaskyla,Finlandia ,62.3995018,25.67830086
EFKA,Kauhava Airport,Kauhava,Finlandia ,63.127102,23.051399
EFKE,Kemi-Tornio Airport,Kemi,Finlandia ,65.77870178,24.58209991
EFKI,Kajaani Airport,Kajaani,Finlandia ,64.28549957,27.69239998
EFKJ,Kauhajoki Airport,Kauhajoki,Finlandia ,62.46250153,22.39310074
EFKK,Kokkola-Pietarsaari Airport,Kruunupyy,Finlandia ,63.72119904,23.14310074
EFKM,Kemijarvi Airport,Kemijarvi,Finlandia ,66.712898,27.156799
EFKS,Kuusamo Airport,Kuusamo,Finlandia ,65.98760223,29.23940086
EFKT,Kittilä Airport,Kittila,Finlandia ,67.7009964,24.84679985
EFKU,Kuopio Airport,Kuopio,Finlandia ,63.00709915,27.79780006
EFLA,Lahti Vesivehmaa Airport,Vesivehmaa,Finlandia ,61.144199,25.693501
EFLP,Lappeenranta Airport,Lappeenranta,Finlandia ,61.044601,28.144743
EFMA,Mariehamn Airport,Mariehamn,Finlandia ,60.12220001,19.89819908
EFME,Menkijarvi Airport,Menkijarvi,Finlandia ,62.94670105,23.51889992
EFMI,Mikkeli Airport,Mikkeli,Finlandia ,61.6866,27.201799
EFNU,Nummela Airport,Nummela,Finlandia ,60.33390045,24.29640007
EFOU,Oulu Airport,Oulu,Finlandia ,64.93009949,25.35460091
EFPI,Piikajarvi Airport,Piikajarvi,Finlandia ,61.24560165,22.19339943
EFPO,Pori Airport,Pori,Finlandia ,61.46170044,21.79999924
EFPU,Pudasjärvi Airport,Pudasjarvi,Finlandia ,65.40219879,26.94689941
EFPY,Pyhäsalmi Airport,Pyhasalmi,Finlandia ,63.73189926,25.92630005
EFRH,Raahe Pattijoki Airport,Pattijoki,Finlandia ,64.68810272,24.69580078
EFRN,Rantasalmi Airport,Rantasalmi,Finlandia ,62.06549835,28.35650063
EFRO,Rovaniemi Airport,Rovaniemi,Finlandia ,66.56479645,25.83040047
EFRY,Rayskala Airport,Rayskala,Finlandia ,60.74470139,24.10779953
EFSA,Savonlinna Airport,Savonlinna,Finlandia ,61.94309998,28.94510078
EFSE,Selanpaa Airport,Selanpaa,Finlandia ,61.06240082,26.7989006
EFSO,Sodankyla Airport,Sodankyla,Finlandia ,67.39499664,26.61910057
EFTP,Tampere-Pirkkala Airport,Tampere,Finlandia ,61.41410065,23.60440063
EFTS,Teisko Airport,Teisko,Finlandia ,61.7733,24.027
EFTU,Turku Airport,Turku,Finlandia ,60.51409912,22.26280022
EFUT,Utti Air Base,Utti,Finlandia ,60.89640045,26.93840027
EFVA,Vaasa Airport,Vaasa,Finlandia ,63.05070114,21.7621994
EFVR,Varkaus Airport,Varkaus,Finlandia ,62.17110062,27.86860085
EFYL,Ylivieska Airfield,Ylivieska-raudaskyla,Finlandia ,64.0547222,24.7252778
EGAA,Belfast International Airport,Belfast,Reino Unido ,54.65750122,-6.215829849
EGAB,St Angelo Airport,Enniskillen,Reino Unido ,54.39889908,-7.651669979
EGAC,George Best Belfast City Airport,Belfast,Reino Unido ,54.61809921,-5.872499943
EGAE,City of Derry Airport,Londonderry,Reino Unido ,55.0428009,-7.161109924
EGBB,Birmingham International Airport,Birmingham,Reino Unido ,52.45389938,-1.748029947
EGBE,Coventry Airport,Coventry,Reino Unido ,52.36970139,-1.479719996
EGBG,Leicester Airport,Leicester,Reino Unido ,52.60779953,-1.031939983
EGBJ,Gloucestershire Airport,Golouchestershire,Reino Unido ,51.89419937,-2.167220116
EGBO,Wolverhampton Halfpenny Green Airport,Halfpenny Green,Reino Unido ,52.51750183,-2.259439945
EGBP,Cotswold Airport,Pailton,Reino Unido ,51.668095,-2.05694
EGBT,Turweston Airport,Turweston,Reino Unido ,52.04079819,-1.095559955
EGBW,Wellesbourne Mountford Airport,Wellesbourne,Reino Unido ,52.19219971,-1.614439964
EGCC,Manchester Airport,Manchester,Reino Unido ,53.35369873,-2.274950027
EGCD,Manchester Woodford Airport,Woodfort,Reino Unido ,53.3381,-2.14889
EGDC,Royal Marines Base Chivenor Airport,Chivenor,Reino Unido ,51.08720016,-4.15034008
EGHQ,Newquay Cornwall Airport,Newquai,Reino Unido ,50.44060135,-4.995409966
EGDL,RAF Lyneham,Lyneham,Reino Unido ,51.5051,-1.99343
EGDM,MoD Boscombe Down Airport,Boscombe Down,Reino Unido ,51.15219879,-1.747410059
EGDR,RNAS Culdrose,Culdrose,Reino Unido ,50.08610153,-5.255710125
EGDX,MoD St. Athan,St. Athan,Reino Unido ,51.4048,-3.43575
EGDY,RNAS Yeovilton,Yeovilton,Reino Unido ,51.00939941,-2.638819933
EGFE,Haverfordwest Airport,Haverfordwest,Reino Unido ,51.83309937,-4.961110115
EGFF,Cardiff International Airport,Cardiff,Reino Unido ,51.39670181,-3.343329906
EGFH,Swansea Airport,Swansea,Reino Unido ,51.6053009,-4.067830086
EGGD,Bristol Airport,Bristol,Reino Unido ,51.382702,-2.71909
EGGP,Liverpool John Lennon Airport,Liverpool,Reino Unido ,53.33359909,-2.849720001
EGGW,London Luton Airport,London,Reino Unido ,51.87469864,-0.368333012
EGHD,Plymouth City Airport,Plymouth,Reino Unido ,50.422798,-4.10583
EGHH,Bournemouth Airport,Bournemouth,Reino Unido ,50.77999878,-1.842499971
EGHI,Southampton Airport,Southampton,Reino Unido ,50.95029831,-1.35679996
EGHL,Lasham Airport,Lasham,Reino Unido ,51.18719864,-1.033499956
SBAA,Conceição do Araguaia Airport,Conceicao Do Araguaia,Brasil ,-8.348349571,-49.30149841
SBAF,Campo Délio Jardim de Mattos Airport,Rio De Janeiro,Brasil ,-22.875099,-43.384701
SBAM,Amapá Airport,Amapa,Brasil ,2.07751,-50.8582
EGKA,Shoreham Airport,Shoreham By Sea,Reino Unido ,50.835602,-0.297222
EGKB,London Biggin Hill Airport,Biggin Hill,Reino Unido ,51.3307991,0.032499999
EGKK,London Gatwick Airport,London,Reino Unido ,51.148102,-0.190278
EGLC,London City Airport,London,Reino Unido ,51.505299,0.055278
EGLF,Farnborough Airport,Farnborough,Reino Unido ,51.2757988,-0.776332974
EGLJ,Chalgrove Airport,Chalsgrove,Reino Unido ,51.67610168,-1.080829978
EGLK,Blackbushe Airport,Blackbushe,Reino Unido ,51.32389832,-0.847500026
EGLL,London Heathrow Airport,London,Reino Unido ,51.4706,-0.461941
EGMC,Southend Airport,Southend,Reino Unido ,51.57139969,0.695555985
EGMD,Lydd Airport,Lydd,Reino Unido ,50.95610046,0.939167023
EGMH,Kent International Airport,Manston,Reino Unido ,51.342201,1.34611
EGNB,Brough Airport,Brough,Reino Unido ,53.7197,-0.566333
EGNC,Carlisle Airport,Carlisle,Reino Unido ,54.9375,-2.809170008
EGNE,Retford Gamston Airport,Repton,Reino Unido ,53.2806015,-0.951389015
EGNH,Blackpool International Airport,Blackpool,Reino Unido ,53.77170181,-3.028609991
EGNJ,Humberside Airport,Humberside,Reino Unido ,53.57440186,-0.350832999
EGNL,Barrow Walney Island Airport,Barrow Island,Reino Unido ,54.1286111,-3.2675
EGNM,Leeds Bradford Airport,Leeds,Reino Unido ,53.86589813,-1.660570025
EGNO,Warton Airport,Warton,Reino Unido ,53.745098,-2.88306
EGNR,Hawarden Airport,Hawarden,Reino Unido ,53.17810059,-2.977780104
SBAQ,Araraquara Airport,Araracuara,Brasil ,-21.81200027,-48.13299942
EGNT,Newcastle Airport,Newcastle,Reino Unido ,55.03749847,-1.691669941
EGNV,Durham Tees Valley Airport,Teesside,Reino Unido ,54.50920105,-1.429409981
EGNX,East Midlands Airport,East Midlands,Reino Unido ,52.83110046,-1.328060031
EGOD,Llanbedr Airport,Llanbedr,Reino Unido ,52.81169891,-4.123579979
EGOE,RAF Ternhill,Ternhill,Reino Unido ,52.87120056,-2.533560038
EGOS,RAF Shawbury,Shawbury,Reino Unido ,52.7981987,-2.668040037
EGOW,RAF Woodvale,Woodvale,Reino Unido ,53.5816,-3.05552
EGPA,Kirkwall Airport,Kirkwall,Reino Unido ,58.95780182,-2.904999971
EGPB,Sumburgh Airport,Sumburgh,Reino Unido ,59.87889862,-1.295560002
EGPC,Wick Airport,Wick,Reino Unido ,58.45890045,-3.093060017
EGPD,Aberdeen Dyce Airport,Aberdeen,Reino Unido ,57.20190048,-2.197779894
EGPE,Inverness Airport,Inverness,Reino Unido ,57.54249954,-4.047500134
EGPF,Glasgow International Airport,Glasgow,Reino Unido ,55.87189865,-4.433060169
EGPH,Edinburgh Airport,Edinburgh,Reino Unido ,55.95000076,-3.372499943
EGPI,Islay Airport,Islay,Reino Unido ,55.68190002,-6.256669998
EGPK,Glasgow Prestwick Airport,Prestwick,Reino Unido ,55.50939941,-4.586669922
EGPL,Benbecula Airport,Benbecula,Reino Unido ,57.48109818,-7.362780094
EGPM,Scatsta Airport,Scatsta,Reino Unido ,60.43280029,-1.296110034
EGPN,Dundee Airport,Dundee,Reino Unido ,56.45249939,-3.02583003
EGPO,Stornoway Airport,Stornoway,Reino Unido ,58.21559906,-6.331110001
EGPU,Tiree Airport,Tiree,Reino Unido ,56.49919891,-6.869170189
EGQL,RAF Leuchars,Leuchars,Reino Unido ,56.3728981,-2.868439913
EGQS,RAF Lossiemouth,Lossiemouth,Reino Unido ,57.7052002,-3.339169979
EGSC,Cambridge Airport,Cambridge,Reino Unido ,52.205002,0.175
EGSF,Peterborough Business Airport,Peterborough,Reino Unido ,52.4681015,-0.251111001
EGSH,Norwich International Airport,Norwich,Reino Unido ,52.67580032,1.282780051
EGSS,London Stansted Airport,London,Reino Unido ,51.88499832,0.234999999
EGSX,North Weald Airport,North Weald,Reino Unido ,51.72169876,0.154166996
EGSY,Sheffield City Heliport,Fowlmere,Reino Unido ,53.394299,-1.38849
EGTC,Cranfield Airport,Cranfield,Reino Unido ,52.07220078,-0.616666973
EGTE,Exeter International Airport,Exeter,Reino Unido ,50.7344017,-3.413889885
EGTG,Bristol Filton Airport,Bristol,Reino Unido ,51.51940155,-2.590830088
EGTK,Oxford (Kidlington) Airport,Oxford,Reino Unido ,51.8368988,-1.320000052
EGUB,RAF Benson,Benson,Reino Unido ,51.61640167,-1.095829964
EGUL,RAF Lakenheath,Lakenheath,Reino Unido ,52.40930176,0.56099999
EGUN,RAF Mildenhall,Mildenhall,Reino Unido ,52.36190033,0.486405998
EGUW,RAF Wattisham,Wattisham,Reino Unido ,52.12730026,0.956264019
EGUY,RAF Wyton,Wyton,Reino Unido ,52.35720062,-0.107832998
EGVA,RAF Fairford,Fairford,Reino Unido ,51.68220139,-1.790030003
EGVN,RAF Brize Norton,Brize Norton,Reino Unido ,51.75,-1.58362
EGVO,RAF Odiham,Odiham,Reino Unido ,51.23410034,-0.942825019
EGWC,DCAE Cosford Air Base,Cosford,Reino Unido ,52.639999,-2.30558
EGWU,RAF Northolt,Northolt,Reino Unido ,51.5530014,-0.418166995
EGXC,RAF Coningsby,Coningsby,Reino Unido ,53.0929985,-0.166014001
EGXD,RAF Dishforth,Dishforth,Reino Unido ,54.1371994,-1.420250058
EGXE,Leeming Airport,Leeming,Reino Unido ,54.2924,-1.5354
EGXG,Leeds East Airport,Church Fenton,Reino Unido ,53.834301,-1.1955
EGXH,RAF Honington,Honington,Reino Unido ,52.34260178,0.772939026
EGXJ,RAF Cottesmore,Cottesmore,Reino Unido ,52.735699,-0.648769
EGXP,RAF Scampton,Scampton,Reino Unido ,53.30780029,-0.550832987
EGXT,RAF Wittering,Wittering,Reino Unido ,52.612598,-0.476453
EGXU,RAF Linton-On-Ouse,Linton-on-ouse,Reino Unido ,54.0489006,-1.252750039
EGXW,RAF Waddington,Waddington,Reino Unido ,53.16619873,-0.523810983
EGXZ,RAF Topcliffe,Topcliffe,Reino Unido ,54.20550156,-1.382089973
EGYD,RAF Cranwell,Cranwell,Reino Unido ,53.03030014,-0.483242005
EGYE,RAF Barkston Heath,Barkston Heath,Reino Unido ,52.96220016,-0.561625004
EGYM,RAF Marham,Marham,Reino Unido ,52.648395,0.550692
SBAR,Santa Maria Airport,Aracaju,Brasil ,-10.98400021,-37.07030106
EHAM,Amsterdam Airport Schiphol,Amsterdam,Países Bajos ,52.308601,4.76389
EHBD,Budel Airfield Kempen,Weert,Países Bajos ,51.255299,5.60139
EHBK,Maastricht Aachen Airport,Maastricht,Países Bajos ,50.911701,5.77014
EHDL,Deelen Air Base,Deelen,Países Bajos ,52.0606,5.87306
EHDR,Drachten Airport,Drachten,Países Bajos ,53.11920166,6.129720211
EHEH,Eindhoven Airport,Eindhoven,Países Bajos ,51.45009995,5.374529839
EHGG,Eelde Airport,Groningen,Países Bajos ,53.11970139,6.579440117
EHGR,Gilze Rijen Air Base,Gilze-rijen,Países Bajos ,51.56740189,4.931829929
EHKD,De Kooy Airport,De Kooy,Países Bajos ,52.92340088,4.780620098
EHLE,Lelystad Airport,Lelystad,Países Bajos ,52.4603,5.52722
EHLW,Leeuwarden Air Base,Leeuwarden,Países Bajos ,53.22859955,5.760560036
EHRD,Rotterdam The Hague Airport,Rotterdam,Países Bajos ,51.956902,4.43722
EHSB,Soesterberg Air Base,Soesterberg,Países Bajos ,52.12730026,5.276189804
EHTW,Twente Airport,Enschede,Países Bajos ,52.275833,6.889167
EHVB,Valkenburg Naval Air Base,Valkenburg,Países Bajos ,52.16609955,4.41794014
EHWO,Woensdrecht Air Base,Woensdrecht,Países Bajos ,51.4491,4.34203
EICK,Cork Airport,Cork,Irlanda ,51.84130096,-8.491109848
EICM,Galway Airport,Galway,Irlanda ,53.30020142,-8.941590309
EIDW,Dublin Airport,Dublin,Irlanda ,53.421299,-6.27007
EIKN,Ireland West Knock Airport,Connaught,Irlanda ,53.91030121,-8.818490028
EIKY,Kerry Airport,Kerry,Irlanda ,52.18090057,-9.523779869
EIME,Casement Air Base,Casement,Irlanda ,53.30170059,-6.451330185
EINN,Shannon Airport,Shannon,Irlanda ,52.702,-8.92482
EISG,Sligo Airport,Sligo,Irlanda ,54.28020096,-8.599209785
EIWF,Waterford Airport,Waterford,Irlanda ,52.18719864,-7.086959839
EKAH,Aarhus Airport,Aarhus,Dinamarca ,56.29999924,10.61900043
EKBI,Billund Airport,Billund,Dinamarca ,55.74029922,9.151780128
EKCH,Copenhagen Kastrup Airport,Copenhagen,Dinamarca ,55.61790085,12.65600014
EKEB,Esbjerg Airport,Esbjerg,Dinamarca ,55.525902,8.5534
EKGH,Grønholt Hillerød Airport,Gronholt,Dinamarca ,55.94139862,12.38220024
EKKA,Karup Airport,Karup,Dinamarca ,56.29750061,9.124629974
EKLS,Læsø Airport,Laeso,Dinamarca ,57.27719879,11.00010014
EKMB,Lolland Falster Maribo Airport,Maribo,Dinamarca ,54.699299,11.4401
EKOD,Odense Airport,Odense,Dinamarca ,55.47669983,10.33090019
EKPB,Kruså-Padborg Airport,Krusa-padborg,Dinamarca ,54.87030029,9.279009819
EKRK,Copenhagen Roskilde Airport,Copenhagen,Dinamarca ,55.58560181,12.13140011
EKRN,Bornholm Airport,Ronne,Dinamarca ,55.06330109,14.75959969
EKSB,Sønderborg Airport,Soenderborg,Dinamarca ,54.96440125,9.791729927
EKSP,Skrydstrup Air Base,Skrydstrup,Dinamarca ,55.221048,9.26702
EKSV,Skive Airport,Skive,Dinamarca ,56.55020142,9.172980309
EKTS,Thisted Airport,Thisted,Dinamarca ,57.06880188,8.705220222
EKVD,Kolding Vamdrup Airfield,Kolding,Dinamarca ,55.436298,9.33092
EKVG,Vagar Airport,Vagar,Islas Feroe ,62.06359863,-7.277219772
EKVH,Vesthimmerlands Flyveplads,Vesthimmerland,Dinamarca ,56.846901,9.45861
EKVJ,Stauning Airport,Stauning,Dinamarca ,55.99010086,8.353910446
EKYT,Aalborg Airport,Aalborg,Dinamarca ,57.09275891,9.849243164
ELLX,Luxembourg-Findel International Airport,Luxemburg,Luxemburgo ,49.6233333,6.2044444
ENAL,Ålesund Airport,Alesund,Noruega ,62.5625,6.119699955
ENAN,Andøya Airport,Andoya,Noruega ,69.29250336,16.14419937
ENAT,Alta Airport,Alta,Noruega ,69.97609711,23.37170029
ENBM,Bømoen Airport,Voss,Noruega ,60.63890076,6.50150013
ENBN,Brønnøysund Airport,Bronnoysund,Noruega ,65.46109772,12.21749973
ENBO,Bodø Airport,Bodo,Noruega ,67.26920319,14.36530018
ENBR,Bergen Airport Flesland,Bergen,Noruega ,60.29339981,5.218140125
